Date,Adj Price,
2017-08-15,"7,383.8500",
2017-08-14,"7,353.8900",
2017-08-11,"7,309.9600",
2017-08-10,"7,389.9400",
2017-08-09,"7,498.0600",
2017-08-08,"7,542.7300",
2017-08-07,"7,531.9400",
2017-08-04,"7,511.7100",
2017-08-03,"7,474.7700",
2017-08-02,"7,411.4300",
2017-08-01,"7,423.6600",
2017-07-31,"7,372.0000",
2017-07-28,"7,368.3700",
2017-07-27,"7,443.0100",
2017-07-26,"7,452.3200",
2017-07-25,"7,434.8200",
2017-07-24,"7,377.7300",
2017-07-21,"7,452.9100",
2017-07-20,"7,487.8700",
2017-07-19,"7,430.9100",
2017-07-18,"7,390.2200",
2017-07-17,"7,404.1300",
2017-07-14,"7,378.3900",
2017-07-13,"7,413.4400",
2017-07-12,"7,416.9300",
2017-07-11,"7,329.7600",
2017-07-10,"7,370.0300",
2017-07-07,"7,350.9200",
2017-07-06,"7,337.2800",
2017-07-05,"7,367.6000",
2017-07-04,"7,357.2300",
2017-07-03,"7,377.0900",
2017-06-30,"7,312.7200",
2017-06-29,"7,350.3200",
2017-06-28,"7,387.8000",
2017-06-27,"7,434.3600",
2017-06-26,"7,446.8000",
2017-06-23,"7,424.1300",
2017-06-22,"7,439.2900",
2017-06-21,"7,447.7900",
2017-06-20,"7,472.7100",
2017-06-19,"7,523.8100",
2017-06-16,"7,463.5400",
2017-06-15,"7,419.3600",
2017-06-14,"7,474.4000",
2017-06-13,"7,500.4400",
2017-06-12,"7,511.8700",
2017-06-09,"7,527.3300",
2017-06-08,"7,449.9800",
2017-06-07,"7,480.7500",
2017-06-06,"7,524.9500",
2017-06-05,"7,525.7600",
2017-06-02,"7,547.6300",
2017-06-01,"7,543.7700",
2017-05-31,"7,519.9500",
2017-05-30,"7,526.5100",
2017-05-26,"7,547.6300",
2017-05-25,"7,517.7100",
2017-05-24,"7,514.9000",
2017-05-23,"7,485.2900",
2017-05-22,"7,496.3400",
2017-05-19,"7,470.7100",
2017-05-18,"7,436.4200",
2017-05-17,"7,503.4700",
2017-05-16,"7,522.0300",
2017-05-15,"7,454.3700",
2017-05-12,"7,435.3900",
2017-05-11,"7,386.6300",
2017-05-10,"7,385.2400",
2017-05-09,"7,342.2100",
2017-05-08,"7,300.8600",
2017-05-05,"7,297.4300",
2017-05-04,"7,248.1000",
2017-05-03,"7,234.2500",
2017-05-02,"7,250.0500",
2017-04-28,"7,203.9400",
2017-04-27,"7,237.1700",
2017-04-26,"7,288.7200",
2017-04-25,"7,275.6400",
2017-04-24,"7,264.6800",
2017-04-21,"7,114.5500",
2017-04-20,"7,118.5400",
2017-04-19,"7,114.3600",
2017-04-18,"7,147.5000",
2017-04-13,"7,327.5900",
2017-04-12,"7,348.9900",
2017-04-11,"7,365.5000",
2017-04-10,"7,348.9400",
2017-04-07,"7,349.3700",
2017-04-06,"7,303.2000",
2017-04-05,"7,331.6800",
2017-04-04,"7,321.8200",
2017-04-03,"7,282.6900",
2017-03-31,"7,322.9200",
2017-03-30,"7,369.5200",
2017-03-29,"7,373.7200",
2017-03-28,"7,343.4200",
2017-03-27,"7,293.5000",
2017-03-24,"7,336.8200",
2017-03-23,"7,340.7100",
2017-03-22,"7,324.7200",
2017-03-21,"7,378.3400",
2017-03-20,"7,429.8100",
2017-03-17,"7,424.9600",
2017-03-16,"7,415.9500",
2017-03-15,"7,368.6400",
2017-03-14,"7,357.8500",
2017-03-13,"7,367.0800",
2017-03-10,"7,343.0800",
2017-03-09,"7,314.9600",
2017-03-08,"7,334.6100",
2017-03-07,"7,338.9900",
2017-03-06,"7,350.1200",
2017-03-03,"7,374.2600",
2017-03-02,"7,382.3500",
2017-03-01,"7,382.9000",
2017-02-28,"7,263.4400",
2017-02-27,"7,253.0000",
2017-02-24,"7,243.7000",
2017-02-23,"7,271.3700",
2017-02-22,"7,302.2500",
2017-02-21,"7,274.8300",
2017-02-20,"7,299.8600",
2017-02-17,"7,299.9600",
2017-02-16,"7,277.9200",
2017-02-15,"7,302.4100",
2017-02-14,"7,268.5600",
2017-02-13,"7,278.9200",
2017-02-10,"7,258.7500",
2017-02-09,"7,229.5000",
2017-02-08,"7,188.8200",
2017-02-07,"7,186.2200",
2017-02-06,"7,172.1500",
2017-02-03,"7,188.3000",
2017-02-02,"7,140.7500",
2017-02-01,"7,107.6500",
2017-01-31,"7,099.1500",
2017-01-30,"7,118.4800",
2017-01-27,"7,184.4900",
2017-01-26,"7,161.4900",
2017-01-25,"7,164.4300",
2017-01-24,"7,150.3400",
2017-01-23,"7,151.1800",
2017-01-20,"7,198.4400",
2017-01-19,"7,208.4400",
2017-01-18,"7,247.6100",
2017-01-17,"7,220.3800",
2017-01-16,"7,327.1300",
2017-01-13,"7,337.8100",
2017-01-12,"7,292.3700",
2017-01-11,"7,290.4900",
2017-01-10,"7,275.4700",
2017-01-09,"7,237.7700",
2017-01-06,"7,210.0500",
2017-01-05,"7,195.3100",
2017-01-04,"7,189.7400",
2017-01-03,"7,177.8900",
2016-12-30,"7,142.8300",
2016-12-29,"7,120.2600",
2016-12-28,"7,106.0800",
2016-12-23,"7,068.1700",
2016-12-22,"7,063.6800",
2016-12-21,"7,041.4200",
2016-12-20,"7,043.9600",
2016-12-19,"7,017.1600",
2016-12-16,"7,011.6400",
2016-12-15,"6,999.0100",
2016-12-14,"6,949.1900",
2016-12-13,"6,968.5700",
2016-12-12,"6,890.4200",
2016-12-09,"6,954.2100",
2016-12-08,"6,931.5500",
2016-12-07,"6,902.2300",
2016-12-06,"6,779.8400",
2016-12-05,"6,746.8300",
2016-12-02,"6,730.7200",
2016-12-01,"6,752.9300",
2016-11-30,"6,783.7900",
2016-11-29,"6,772.0000",
2016-11-28,"6,799.4700",
2016-11-25,"6,840.7500",
2016-11-24,"6,829.2000",
2016-11-23,"6,817.7100",
2016-11-22,"6,819.7200",
2016-11-21,"6,777.9600",
2016-11-18,"6,775.7700",
2016-11-17,"6,794.7100",
2016-11-16,"6,748.7200",
2016-11-15,"6,792.7400",
2016-11-14,"6,753.1800",
2016-11-11,"6,730.4300",
2016-11-10,"6,837.9100",
2016-11-09,"6,911.8390",
2016-11-08,"6,843.1300",
2016-11-07,"6,806.8990",
2016-11-04,"6,693.2600",
2016-11-03,"6,790.5100",
2016-11-02,"6,845.4200",
2016-11-01,"6,917.1400",
2016-10-31,"6,954.2200",
2016-10-28,"6,996.2600",
2016-10-27,"6,986.5700",
2016-10-26,"6,958.0900",
2016-10-25,"7,017.6400",
2016-10-24,"6,986.4000",
2016-10-21,"7,020.4700",
2016-10-20,"7,026.9000",
2016-10-19,"7,021.9200",
2016-10-18,"7,000.0600",
2016-10-17,"6,947.5500",
2016-10-14,"7,013.5500",
2016-10-13,"6,977.7400",
2016-10-12,"7,024.0100",
2016-10-11,"7,070.8800",
2016-10-10,"7,097.5000",
2016-10-07,"7,044.3900",
2016-10-06,"6,999.9600",
2016-10-05,"7,033.2500",
2016-10-04,"7,074.3400",
2016-10-03,"6,983.5200",
2016-09-30,"6,899.3300",
2016-09-29,"6,919.4200",
2016-09-28,"6,849.3800",
2016-09-27,"6,807.6700",
2016-09-26,"6,818.0400",
2016-09-23,"6,909.4300",
2016-09-22,"6,911.4000",
2016-09-21,"6,834.7700",
2016-09-20,"6,830.7900",
2016-09-19,"6,813.5500",
2016-09-16,"6,710.2800",
2016-09-15,"6,730.3000",
2016-09-14,"6,673.3100",
2016-09-13,"6,665.6300",
2016-09-12,"6,700.9000",
2016-09-09,"6,776.9500",
2016-09-08,"6,858.7000",
2016-09-07,"6,846.5800",
2016-09-06,"6,826.0500",
2016-09-05,"6,879.4200",
2016-09-02,"6,894.6000",
2016-09-01,"6,745.9700",
2016-08-31,"6,781.5100",
2016-08-30,"6,820.7900",
2016-08-26,"6,838.0500",
2016-08-25,"6,816.9000",
2016-08-24,"6,835.7800",
2016-08-23,"6,868.5100",
2016-08-22,"6,828.5400",
2016-08-19,"6,858.9500",
2016-08-18,"6,868.9600",
2016-08-17,"6,859.1500",
2016-08-16,"6,893.9200",
2016-08-15,"6,941.1900",
2016-08-12,"6,916.0200",
2016-08-11,"6,914.7100",
2016-08-10,"6,866.4200",
2016-08-09,"6,851.3000",
2016-08-08,"6,809.1300",
2016-08-05,"6,793.4700",
2016-08-04,"6,740.1600",
2016-08-03,"6,634.4000",
2016-08-02,"6,645.4000",
2016-08-01,"6,693.9500",
2016-07-29,"6,724.4300",
2016-07-28,"6,721.0600",
2016-07-27,"6,750.4300",
2016-07-26,"6,724.0300",
2016-07-25,"6,710.1300",
2016-07-22,"6,730.4800",
2016-07-21,"6,699.8900",
2016-07-20,"6,728.9900",
2016-07-19,"6,697.3700",
2016-07-18,"6,695.4200",
2016-07-15,"6,669.2400",
2016-07-14,"6,654.4700",
2016-07-13,"6,670.4000",
2016-07-12,"6,680.6900",
2016-07-11,"6,682.8600",
2016-07-08,"6,590.6400",
2016-07-07,"6,533.7900",
2016-07-06,"6,463.5900",
2016-07-05,"6,545.3700",
2016-07-04,"6,522.2600",
2016-07-01,"6,577.8300",
2016-06-30,"6,504.3300",
2016-06-29,"6,360.0600",
2016-06-28,"6,140.3900",
2016-06-27,"5,982.2000",
2016-06-24,"6,138.6900",
2016-06-23,"6,338.1000",
2016-06-22,"6,261.1900",
2016-06-21,"6,226.5500",
2016-06-20,"6,204.0000",
2016-06-17,"6,021.0900",
2016-06-16,"5,950.4800",
2016-06-15,"5,966.8000",
2016-06-14,"5,923.5300",
2016-06-13,"6,044.9700",
2016-06-10,"6,115.7600",
2016-06-09,"6,231.8900",
2016-06-08,"6,301.5200",
2016-06-07,"6,284.5300",
2016-06-06,"6,273.4000",
2016-06-03,"6,209.6300",
2016-06-02,"6,185.6100",
2016-06-01,"6,191.9300",
2016-05-31,"6,230.7900",
2016-05-27,"6,270.7900",
2016-05-26,"6,265.6500",
2016-05-25,"6,262.8500",
2016-05-24,"6,219.2600",
2016-05-23,"6,136.4300",
2016-05-20,"6,156.3200",
2016-05-19,"6,053.3500",
2016-05-18,"6,165.8000",
2016-05-17,"6,167.7700",
2016-05-16,"6,151.4000",
2016-05-13,"6,138.5000",
2016-05-12,"6,104.1900",
2016-05-11,"6,162.4900",
2016-05-10,"6,156.6500",
2016-05-09,"6,114.8100",
2016-05-06,"6,125.7000",
2016-05-05,"6,117.2500",
2016-05-04,"6,112.0200",
2016-05-03,"6,185.5900",
2016-04-29,"6,241.8900",
2016-04-28,"6,322.4000",
2016-04-27,"6,319.9100",
2016-04-26,"6,284.5200",
2016-04-25,"6,260.9200",
2016-04-22,"6,310.4400",
2016-04-21,"6,381.4400",
2016-04-20,"6,410.2600",
2016-04-19,"6,405.3500",
2016-04-18,"6,353.5200",
2016-04-15,"6,343.7500",
2016-04-14,"6,365.1000",
2016-04-13,"6,362.8900",
2016-04-12,"6,242.3900",
2016-04-11,"6,200.1200",
2016-04-08,"6,204.4100",
2016-04-07,"6,136.8900",
2016-04-06,"6,161.6300",
2016-04-05,"6,091.2300",
2016-04-04,"6,164.7200",
2016-04-01,"6,146.0500",
2016-03-31,"6,174.9000",
2016-03-30,"6,203.1700",
2016-03-29,"6,105.9000",
2016-03-24,"6,106.4800",
2016-03-23,"6,199.1100",
2016-03-22,"6,192.7400",
2016-03-21,"6,184.5800",
2016-03-18,"6,189.6400",
2016-03-17,"6,201.1200",
2016-03-16,"6,175.4900",
2016-03-15,"6,139.9700",
2016-03-14,"6,174.5700",
2016-03-11,"6,139.7900",
2016-03-10,"6,036.7000",
2016-03-09,"6,146.3200",
2016-03-08,"6,125.4400",
2016-03-07,"6,182.4000",
2016-03-04,"6,199.4300",
2016-03-03,"6,130.4600",
2016-03-02,"6,147.0600",
2016-03-01,"6,152.8800",
2016-02-29,"6,097.0900",
2016-02-26,"6,096.0100",
2016-02-25,"6,012.8100",
2016-02-24,"5,867.1800",
2016-02-23,"5,962.3100",
2016-02-22,"6,037.7300",
2016-02-19,"5,950.2300",
2016-02-18,"5,971.9500",
2016-02-17,"6,030.3200",
2016-02-16,"5,862.1700",
2016-02-15,"5,824.2800",
2016-02-12,"5,707.6000",
2016-02-11,"5,536.9700",
2016-02-10,"5,672.3000",
2016-02-09,"5,632.1900",
2016-02-08,"5,689.3600",
2016-02-05,"5,848.0600",
2016-02-04,"5,898.7600",
2016-02-03,"5,837.1400",
2016-02-02,"5,922.0100",
2016-02-01,"6,060.1000",
2016-01-29,"6,083.7900",
2016-01-28,"5,931.7800",
2016-01-27,"5,990.3700",
2016-01-26,"5,911.4600",
2016-01-25,"5,877.0000",
2016-01-22,"5,900.0100",
2016-01-21,"5,773.7900",
2016-01-20,"5,673.5800",
2016-01-19,"5,876.8000",
2016-01-18,"5,779.9200",
2016-01-15,"5,804.1000",
2016-01-14,"5,918.2300",
2016-01-13,"5,960.9700",
2016-01-12,"5,929.2400",
2016-01-11,"5,871.8300",
2016-01-08,"5,912.4400",
2016-01-07,"5,954.0800",
2016-01-06,"6,073.3800",
2016-01-05,"6,137.2400",
2016-01-04,"6,093.4300",
2015-12-31,"6,242.3200",
2015-12-30,"6,274.0500",
2015-12-29,"6,314.5700",
2015-12-24,"6,254.6400",
2015-12-23,"6,240.9800",
2015-12-22,"6,083.1000",
2015-12-21,"6,034.8400",
2015-12-18,"6,052.4200",
2015-12-17,"6,102.5400",
2015-12-16,"6,061.1900",
2015-12-15,"6,017.7900",
2015-12-14,"5,874.0600",
2015-12-11,"5,952.7800",
2015-12-10,"6,088.0500",
2015-12-09,"6,126.6800",
2015-12-08,"6,135.2200",
2015-12-07,"6,223.5200",
2015-12-04,"6,238.2900",
2015-12-03,"6,275.0000",
2015-12-02,"6,420.9300",
2015-12-01,"6,395.6500",
2015-11-30,"6,356.0900",
2015-11-27,"6,375.1500",
2015-11-26,"6,393.1300",
2015-11-25,"6,337.6400",
2015-11-24,"6,277.2300",
2015-11-23,"6,305.4900",
2015-11-20,"6,334.6300",
2015-11-19,"6,329.9300",
2015-11-18,"6,278.9700",
2015-11-17,"6,268.7600",
2015-11-16,"6,146.3800",
2015-11-13,"6,118.2800",
2015-11-12,"6,178.6800",
2015-11-11,"6,297.2000",
2015-11-10,"6,275.2800",
2015-11-09,"6,295.1600",
2015-11-06,"6,353.8300",
2015-11-05,"6,364.9000",
2015-11-04,"6,412.8800",
2015-11-03,"6,383.6100",
2015-11-02,"6,361.8000",
2015-10-30,"6,361.0900",
2015-10-29,"6,395.8000",
2015-10-28,"6,437.8000",
2015-10-27,"6,365.2700",
2015-10-26,"6,417.0200",
2015-10-23,"6,444.0800",
2015-10-22,"6,376.2800",
2015-10-21,"6,348.4200",
2015-10-20,"6,345.1300",
2015-10-19,"6,352.3300",
2015-10-16,"6,378.0400",
2015-10-15,"6,338.6700",
2015-10-14,"6,269.6100",
2015-10-13,"6,342.2800",
2015-10-12,"6,371.1800",
2015-10-09,"6,416.1600",
2015-10-08,"6,374.8200",
2015-10-07,"6,336.3500",
2015-10-06,"6,326.1600",
2015-10-05,"6,298.9200",
2015-10-02,"6,129.9800",
2015-10-01,"6,072.4700",
2015-09-30,"6,061.6100",
2015-09-29,"5,909.2400",
2015-09-28,"5,958.8600",
2015-09-25,"6,109.0100",
2015-09-24,"5,961.4900",
2015-09-23,"6,032.2400",
2015-09-22,"5,935.8400",
2015-09-21,"6,108.7100",
2015-09-18,"6,104.1100",
2015-09-17,"6,186.9900",
2015-09-16,"6,229.2100",
2015-09-15,"6,137.6000",
2015-09-14,"6,084.5900",
2015-09-11,"6,117.7600",
2015-09-10,"6,155.8100",
2015-09-09,"6,229.0100",
2015-09-08,"6,146.1000",
2015-09-07,"6,074.5200",
2015-09-04,"6,042.9200",
2015-09-03,"6,194.1000",
2015-09-02,"6,083.3100",
2015-09-01,"6,058.5400",
2015-08-28,"6,247.9400",
2015-08-27,"6,192.0300",
2015-08-26,"5,979.2000",
2015-08-25,"6,081.3400",
2015-08-24,"5,898.8700",
2015-08-21,"6,187.6500",
2015-08-20,"6,367.8900",
2015-08-19,"6,403.4500",
2015-08-18,"6,526.2900",
2015-08-17,"6,550.3000",
2015-08-14,"6,550.7400",
2015-08-13,"6,568.3300",
2015-08-12,"6,571.1900",
2015-08-11,"6,664.5400",
2015-08-10,"6,736.2200",
2015-08-07,"6,718.4900",
2015-08-06,"6,747.0900",
2015-08-05,"6,752.4100",
2015-08-04,"6,686.5700",
2015-08-03,"6,688.6200",
2015-07-31,"6,696.2800",
2015-07-30,"6,668.8700",
2015-07-29,"6,631.0000",
2015-07-28,"6,555.2800",
2015-07-27,"6,505.1300",
2015-07-24,"6,579.8100",
2015-07-23,"6,655.0100",
2015-07-22,"6,667.3400",
2015-07-21,"6,769.0700",
2015-07-20,"6,788.6900",
2015-07-17,"6,775.0800",
2015-07-16,"6,796.4500",
2015-07-15,"6,753.7500",
2015-07-14,"6,753.7500",
2015-07-13,"6,737.9500",
2015-07-10,"6,673.3800",
2015-07-09,"6,581.6300",
2015-07-08,"6,490.7000",
2015-07-07,"6,432.2100",
2015-07-06,"6,535.6800",
2015-07-03,"6,585.7800",
2015-07-02,"6,630.4700",
2015-07-01,"6,608.5900",
2015-06-30,"6,520.9800",
2015-06-29,"6,620.4800",
2015-06-26,"6,753.7000",
2015-06-25,"6,807.8200",
2015-06-24,"6,844.8000",
2015-06-23,"6,834.8700",
2015-06-22,"6,825.6700",
2015-06-19,"6,710.4500",
2015-06-18,"6,707.8800",
2015-06-17,"6,680.5500",
2015-06-16,"6,710.1000",
2015-06-15,"6,710.5200",
2015-06-12,"6,784.9200",
2015-06-11,"6,846.7400",
2015-06-10,"6,830.2700",
2015-06-09,"6,753.8000",
2015-06-08,"6,790.0400",
2015-06-05,"6,804.6000",
2015-06-04,"6,859.2400",
2015-06-03,"6,950.4600",
2015-06-02,"6,928.2700",
2015-06-01,"6,953.5800",
2015-05-29,"6,984.4300",
2015-05-28,"7,040.9200",
2015-05-27,"7,033.3300",
2015-05-26,"6,948.9900",
2015-05-22,"7,031.7200",
2015-05-21,"7,013.4700",
2015-05-20,"7,007.2600",
2015-05-19,"6,995.1000",
2015-05-18,"6,968.8700",
2015-05-15,"6,960.4900",
2015-05-14,"6,973.0400",
2015-05-13,"6,949.6300",
2015-05-12,"6,933.8000",
2015-05-11,"7,029.8500",
2015-05-08,"7,046.8200",
2015-05-07,"6,886.9500",
2015-05-06,"6,933.7400",
2015-05-05,"6,927.5800",
2015-05-01,"6,985.9500",
2015-04-30,"6,960.6300",
2015-04-29,"6,946.2800",
2015-04-28,"7,030.5300",
2015-04-27,"7,103.9800",
2015-04-24,"7,070.7000",
2015-04-23,"7,053.6700",
2015-04-22,"7,028.2400",
2015-04-21,"7,062.9300",
2015-04-20,"7,052.1300",
2015-04-17,"6,994.6300",
2015-04-16,"7,060.4500",
2015-04-15,"7,096.7800",
2015-04-14,"7,075.2600",
2015-04-13,"7,064.3000",
2015-04-10,"7,089.7700",
2015-04-09,"7,015.3600",
2015-04-08,"6,937.4100",
2015-04-07,"6,961.7700",
2015-04-02,"6,833.4600",
2015-04-01,"6,809.5000",
2015-03-31,"6,773.0400",
2015-03-30,"6,891.4300",
2015-03-27,"6,855.0200",
2015-03-26,"6,895.3300",
2015-03-25,"6,990.9700",
2015-03-24,"7,019.6800",
2015-03-23,"7,037.6700",
2015-03-20,"7,022.5100",
2015-03-19,"6,962.3200",
2015-03-18,"6,945.2000",
2015-03-17,"6,837.6100",
2015-03-16,"6,804.0800",
2015-03-13,"6,740.5800",
2015-03-12,"6,761.0700",
2015-03-11,"6,721.5100",
2015-03-10,"6,702.8400",
2015-03-09,"6,876.4700",
2015-03-06,"6,911.8000",
2015-03-05,"6,961.1400",
2015-03-04,"6,919.2400",
2015-03-03,"6,889.1300",
2015-03-02,"6,940.6400",
2015-02-27,"6,946.6600",
2015-02-26,"6,949.7300",
2015-02-25,"6,935.3800",
2015-02-24,"6,949.6300",
2015-02-23,"6,912.1600",
2015-02-20,"6,915.2000",
2015-02-19,"6,888.9000",
2015-02-18,"6,898.0800",
2015-02-17,"6,898.1300",
2015-02-16,"6,857.0500",
2015-02-13,"6,873.5200",
2015-02-12,"6,828.1100",
2015-02-11,"6,818.1700",
2015-02-10,"6,829.1200",
2015-02-09,"6,837.1500",
2015-02-06,"6,853.4400",
2015-02-05,"6,865.9300",
2015-02-04,"6,860.0200",
2015-02-03,"6,871.8000",
2015-02-02,"6,782.5500",
2015-01-30,"6,749.4000",
2015-01-29,"6,810.6000",
2015-01-28,"6,825.9400",
2015-01-27,"6,811.6100",
2015-01-26,"6,852.4000",
2015-01-23,"6,832.8300",
2015-01-22,"6,796.6300",
2015-01-21,"6,728.0400",
2015-01-20,"6,620.1000",
2015-01-19,"6,585.5300",
2015-01-16,"6,550.2700",
2015-01-15,"6,498.7800",
2015-01-14,"6,388.4600",
2015-01-13,"6,542.2000",
2015-01-12,"6,501.4200",
2015-01-09,"6,501.1400",
2015-01-08,"6,569.9600",
2015-01-07,"6,419.8300",
2015-01-06,"6,366.5100",
2015-01-05,"6,417.1600",
2015-01-02,"6,547.8000",
2014-12-31,"6,566.0900",
2014-12-30,"6,547.0000",
2014-12-29,"6,633.5100",
2014-12-24,"6,609.9300",
2014-12-23,"6,598.1800",
2014-12-22,"6,576.7400",
2014-12-19,"6,545.2700",
2014-12-18,"6,466.0000",
2014-12-17,"6,336.4800",
2014-12-16,"6,331.8300",
2014-12-15,"6,182.7200",
2014-12-12,"6,300.6300",
2014-12-11,"6,461.7000",
2014-12-10,"6,500.0400",
2014-12-09,"6,529.4700",
2014-12-08,"6,672.1500",
2014-12-05,"6,742.8400",
2014-12-04,"6,679.3700",
2014-12-03,"6,716.6300",
2014-12-02,"6,742.1000",
2014-12-01,"6,656.3700",
2014-11-28,"6,722.6200",
2014-11-27,"6,723.4200",
2014-11-26,"6,729.1700",
2014-11-25,"6,731.1400",
2014-11-24,"6,729.7900",
2014-11-21,"6,750.7600",
2014-11-20,"6,678.9000",
2014-11-19,"6,696.6000",
2014-11-18,"6,709.1300",
2014-11-17,"6,671.9700",
2014-11-14,"6,654.3700",
2014-11-13,"6,635.4500",
2014-11-12,"6,611.0400",
2014-11-11,"6,627.4000",
2014-11-10,"6,611.2500",
2014-11-07,"6,567.2400",
2014-11-06,"6,551.1500",
2014-11-05,"6,539.1400",
2014-11-04,"6,453.9700",
2014-11-03,"6,487.9700",
2014-10-31,"6,546.4700",
2014-10-30,"6,463.5500",
2014-10-29,"6,453.8700",
2014-10-28,"6,402.1700",
2014-10-27,"6,363.4600",
2014-10-24,"6,388.7300",
2014-10-23,"6,419.1500",
2014-10-22,"6,399.7300",
2014-10-21,"6,372.3300",
2014-10-20,"6,267.0700",
2014-10-17,"6,310.2900",
2014-10-16,"6,195.9100",
2014-10-15,"6,211.6400",
2014-10-14,"6,392.6800",
2014-10-13,"6,366.2400",
2014-10-10,"6,339.9700",
2014-10-09,"6,431.8500",
2014-10-08,"6,482.2400",
2014-10-07,"6,495.5800",
2014-10-06,"6,563.6500",
2014-10-03,"6,527.9100",
2014-10-02,"6,446.3900",
2014-10-01,"6,557.5200",
2014-09-30,"6,622.7200",
2014-09-29,"6,646.6000",
2014-09-26,"6,649.3900",
2014-09-25,"6,639.7100",
2014-09-24,"6,706.2700",
2014-09-23,"6,676.0800",
2014-09-22,"6,773.6300",
2014-09-19,"6,837.9200",
2014-09-18,"6,819.2900",
2014-09-17,"6,780.9000",
2014-09-16,"6,792.2400",
2014-09-15,"6,804.2100",
2014-09-12,"6,806.9600",
2014-09-11,"6,799.6200",
2014-09-10,"6,830.1100",
2014-09-09,"6,829.0000",
2014-09-08,"6,834.7700",
2014-09-05,"6,855.1000",
2014-09-04,"6,877.9700",
2014-09-03,"6,873.5800",
2014-09-02,"6,829.1700",
2014-09-01,"6,825.3100",
2014-08-29,"6,819.7500",
2014-08-28,"6,805.8000",
2014-08-27,"6,830.6600",
2014-08-26,"6,822.7600",
2014-08-22,"6,775.2500",
2014-08-21,"6,777.6600",
2014-08-20,"6,755.4800",
2014-08-19,"6,779.3100",
2014-08-18,"6,741.2500",
2014-08-15,"6,689.0800",
2014-08-14,"6,685.2600",
2014-08-13,"6,656.6800",
2014-08-12,"6,632.4200",
2014-08-11,"6,632.8200",
2014-08-08,"6,567.3600",
2014-08-07,"6,597.3700",
2014-08-06,"6,636.1600",
2014-08-05,"6,682.4800",
2014-08-04,"6,677.5200",
2014-08-01,"6,679.1800",
2014-07-31,"6,730.1100",
2014-07-30,"6,773.4400",
2014-07-29,"6,807.7500",
2014-07-28,"6,788.0700",
2014-07-25,"6,791.5500",
2014-07-24,"6,821.4600",
2014-07-23,"6,798.1500",
2014-07-22,"6,795.3400",
2014-07-21,"6,728.4400",
2014-07-18,"6,749.4500",
2014-07-17,"6,738.3200",
2014-07-16,"6,784.6700",
2014-07-15,"6,710.4500",
2014-07-14,"6,746.1400",
2014-07-11,"6,690.1700",
2014-07-10,"6,672.3700",
2014-07-09,"6,718.0400",
2014-07-08,"6,738.4500",
2014-07-07,"6,823.5100",
2014-07-04,"6,866.0500",
2014-07-03,"6,865.2100",
2014-07-02,"6,816.3700",
2014-07-01,"6,802.9200",
2014-06-30,"6,743.9400",
2014-06-27,"6,757.7700",
2014-06-26,"6,735.1200",
2014-06-25,"6,733.6200",
2014-06-24,"6,787.0700",
2014-06-23,"6,800.5600",
2014-06-20,"6,825.2000",
2014-06-19,"6,808.1100",
2014-06-18,"6,778.5600",
2014-06-17,"6,766.7700",
2014-06-16,"6,754.6400",
2014-06-13,"6,777.8500",
2014-06-12,"6,843.1100",
2014-06-11,"6,838.8700",
2014-06-10,"6,873.5500",
2014-06-09,"6,875.0000",
2014-06-06,"6,858.2100",
2014-06-05,"6,813.4900",
2014-06-04,"6,818.6300",
2014-06-03,"6,836.3000",
2014-06-02,"6,864.1000",
2014-05-30,"6,844.5100",
2014-05-29,"6,871.2900",
2014-05-28,"6,851.2200",
2014-05-27,"6,844.9400",
2014-05-23,"6,815.7500",
2014-05-22,"6,820.5600",
2014-05-21,"6,821.0400",
2014-05-20,"6,802.0000",
2014-05-19,"6,844.5500",
2014-05-16,"6,855.8100",
2014-05-15,"6,840.8900",
2014-05-14,"6,878.4900",
2014-05-13,"6,873.0800",
2014-05-12,"6,851.7500",
2014-05-09,"6,814.5700",
2014-05-08,"6,839.2500",
2014-05-07,"6,796.4400",
2014-05-06,"6,798.5600",
2014-05-02,"6,822.4200",
2014-05-01,"6,808.8700",
2014-04-30,"6,780.0300",
2014-04-29,"6,769.9100",
2014-04-28,"6,700.1600",
2014-04-25,"6,685.6900",
2014-04-24,"6,703.0000",
2014-04-23,"6,674.7400",
2014-04-22,"6,681.7600",
2014-04-17,"6,625.2500",
2014-04-16,"6,584.1700",
2014-04-15,"6,541.6100",
2014-04-14,"6,583.7600",
2014-04-11,"6,561.7000",
2014-04-10,"6,641.9700",
2014-04-09,"6,635.6100",
2014-04-08,"6,590.6900",
2014-04-07,"6,622.8400",
2014-04-04,"6,695.5500",
2014-04-03,"6,649.1400",
2014-04-02,"6,659.0400",
2014-04-01,"6,652.6100",
2014-03-31,"6,598.3700",
2014-03-28,"6,615.5800",
2014-03-27,"6,588.3200",
2014-03-26,"6,605.3000",
2014-03-25,"6,604.8900",
2014-03-24,"6,520.3900",
2014-03-21,"6,557.1700",
2014-03-20,"6,542.4400",
2014-03-19,"6,573.1300",
2014-03-18,"6,605.2800",
2014-03-17,"6,568.3500",
2014-03-14,"6,527.8900",
2014-03-13,"6,553.7800",
2014-03-12,"6,620.9000",
2014-03-11,"6,685.5200",
2014-03-10,"6,689.4500",
2014-03-07,"6,712.6700",
2014-03-06,"6,788.4900",
2014-03-05,"6,775.4200",
2014-03-04,"6,823.7700",
2014-03-03,"6,708.3500",
